,car_id,date,customer_name,gender,annual_income,dealer_name,company,model,engine,transmission,color,price,dealer_zip_code,body_style,phone,dealer_region
14390,C_CND_014391,2023-06-04,Ayden,Male,800000,Suburban Ford,Ford,Focus,Overhead Camshaft,Manual,Black,49001,53546-9427,Hardtop,7816330,Janesville
14391,C_CND_014392,2023-06-04,Yacine,Male,13500,Ryder Truck Rental And Leasing,Cadillac,Eldorado,Doubleã Overhead Camshaft,Auto,Black,60001,06457-3834,Passenger,7737670,Middletown
14392,C_CND_014393,2023-06-04,Djoumana,Male,2200000,Saab-Belle Dodge,Ford,Windstar,Doubleã Overhead Camshaft,Auto,Pale White,19001,60504-7114,Sedan,7563495,Aurora
14393,C_CND_014394,2023-06-04,Yasmine,Female,13500,Scrivener Performance Engineering,Mitsubishi,Diamante,Doubleã Overhead Camshaft,Auto,Pale White,21001,38701-8047,Hatchback,8590178,Greenville
14394,C_CND_014395,2023-06-04,Helena,Male,13500,Star Enterprises Inc,Honda,Cr-V,Doubleã Overhead Camshaft,Auto,Red,12001,99301-3882,Suv,6733816,Pasco
14395,C_CND_014396,2023-06-04,Rayan,Male,2650000,Suburban Ford,Volkswagen,Gti,Doubleã Overhead Camshaft,Auto,Pale White,20001,53546-9427,Suv,6988440,Janesville
14396,C_CND_014397,2023-06-04,Allan,Male,13500,Tri-State Mack Inc,Mercury,Cougar,Doubleã Overhead Camshaft,Auto,Black,33001,85257-3102,Hatchback,7056127,Scottsdale
14397,C_CND_014398,2023-06-04,Terry,Male,3075000,Scrivener Performance Engineering,Dodge,Ram Pickup,Doubleã Overhead Camshaft,Auto,Pale White,45500,38701-8047,Hardtop,8613097,Greenville
14398,C_CND_014399,2023-06-04,Melia,Male,13500,Progressive Shippers Cooperative Association No,Oldsmobile,Silhouette,Doubleã Overhead Camshaft,Auto,Black,60001,53546-9427,Sedan,7939091,Janesville
14399,C_CND_014400,2023-06-04,Feryel,Male,720000,Rabun Used Car Sales,Ford,Expedition,Overhead Camshaft,Manual,Black,10001,85257-3102,Suv,6361558,Scottsdale
14400,C_CND_014401,2023-06-04,Abdelatif,Male,2540000,Race Car Help,Mitsubishi,3000Gt,Doubleã Overhead Camshaft,Auto,Red,19001,78758-7841,Sedan,6746654,Austin
14401,C_CND_014402,2023-06-04,Boumedienne,Male,13500,Ryder Truck Rental And Leasing,Cadillac,Eldorado,Doubleã Overhead Camshaft,Auto,Red,31001,06457-3834,Passenger,6973008,Middletown
14402,C_CND_014403,2023-06-04,Ayan,Female,13500,Tri-State Mack Inc,Ford,Mustang,Doubleã Overhead Camshaft,Auto,Pale White,22000,85257-3102,Hatchback,6892843,Scottsdale
14403,C_CND_014404,2023-06-04,Ayden,Male,13500,U-Haul Co,Chevrolet,Metro,Doubleã Overhead Camshaft,Auto,Pale White,12000,78758-7841,Passenger,8071900,Austin
14404,C_CND_014405,2023-06-04,Azaan,Male,13500,Buddy Storbeck'S Diesel Service Inc,Acura,Integra,Doubleã Overhead Camshaft,Auto,Black,45000,06457-3834,Passenger,8843931,Middletown
14405,C_CND_014406,2023-06-04,Eliana,Male,1000000,Clay Johnson Auto Sales,Mercedes-B,Sl-Class,Overhead Camshaft,Manual,Pale White,26000,78758-7841,Hardtop,8096600,Austin
14406,C_CND_014407,2023-06-04,Benson,Male,1150000,Capitol Kia,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11000,38701-8047,Sedan,8721557,Greenville
14407,C_CND_014408,2023-06-04,Elsa,Male,1650000,Nebo Chevrolet,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Pale White,12000,06457-3834,Hardtop,8475646,Austin
14408,C_CND_014409,2023-06-04,Brayden,Male,1435000,Chrysler Plymouth,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,14500,53546-9427,Suv,6816366,Janesville
14409,C_CND_014410,2023-06-04,Brian,Male,13500,Classic Chevy,Ford,Taurus,Overhead Camshaft,Manual,Black,43000,85257-3102,Suv,7155401,Scottsdale
14410,C_CND_014411,2023-06-04,Emerson,Male,845000,New Castle Ford Lincoln Mercury,Honda,Passport,Overhead Camshaft,Manual,Pale White,13000,60504-7114,Hardtop,7750612,Janesville
14411,C_CND_014412,2023-06-04,Caleb,Male,13500,Diehl Motor Co Inc,Honda,Cr-V,Doubleã Overhead Camshaft,Auto,Pale White,22000,06457-3834,Suv,8660914,Middletown
14412,C_CND_014413,2023-06-04,Jordan,Female,700000,Iceberg Rentals,Dodge,Caravan,Doubleã Overhead Camshaft,Auto,Black,23000,53546-9427,Hardtop,8389375,Janesville
14413,C_CND_014414,2023-06-04,Cameron,Male,1070000,Gartner Buick Hyundai Saab,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27000,38701-8047,Hatchback,6196262,Greenville
14414,C_CND_014415,2023-06-04,Jackson,Female,1270000,Pars Auto Sales,Pontiac,Bonneville,Doubleã Overhead Camshaft,Auto,Pale White,20000,38701-8047,Hatchback,8083946,Greenville
14415,C_CND_014416,2023-06-04,Jacob,Male,830000,Pitre Buick-Pontiac-Gmc Of Scottsdale,Ford,Windstar,Doubleã Overhead Camshaft,Auto,Pale White,19000,99301-3882,Sedan,6090688,Pasco
14416,C_CND_014417,2023-06-04,Jaden,Female,522000,Progressive Shippers Cooperative Association No,Jeep,Cherokee,Doubleã Overhead Camshaft,Auto,Red,14000,53546-9427,Sedan,6396346,Janesville
14417,C_CND_014418,2023-06-04,Jaheim,Female,13500,Rabun Used Car Sales,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12000,85257-3102,Hatchback,8551642,Scottsdale
14418,C_CND_014419,2023-06-04,Jade,Male,930000,Capitol Kia,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,22000,38701-8047,Hardtop,8183863,Greenville
14419,C_CND_014420,2023-06-04,Jaiden,Female,1150000,Ryder Truck Rental And Leasing,Chrysler,300M,Doubleã Overhead Camshaft,Auto,Pale White,22001,06457-3834,Suv,6998353,Middletown
14420,C_CND_014421,2023-06-04,Amanda,Male,1500000,Star Enterprises Inc,Dodge,Caravan,Doubleã Overhead Camshaft,Auto,Black,23000,99301-3882,Hardtop,8941361,Pasco
14421,C_CND_014422,2023-06-04,Jamal,Male,1300000,Scrivener Performance Engineering,Mercedes-B,C-Class,Doubleã Overhead Camshaft,Auto,Red,15000,38701-8047,Hatchback,7039708,Greenville
14422,C_CND_014423,2023-06-04,Jamel,Male,1416000,Star Enterprises Inc,Mercury,Sable,Doubleã Overhead Camshaft,Auto,Red,39600,99301-3882,Sedan,6917130,Pasco
14423,C_CND_014424,2023-06-04,James,Male,1200000,Suburban Ford,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,25000,53546-9427,Sedan,7307860,Janesville
14424,C_CND_014425,2023-06-04,Connie,Female,373000,Suburban Ford,Subaru,Forester,Overhead Camshaft,Manual,Red,26000,53546-9427,Hardtop,8803258,Janesville
14425,C_CND_014426,2023-06-04,Jared,Male,13500,U-Haul Co,Lexus,Gs400,Doubleã Overhead Camshaft,Auto,Black,12000,78758-7841,Hatchback,8437081,Austin
14426,C_CND_014427,2023-06-04,Rosa,Male,13500,Progressive Shippers Cooperative Association No,Volkswagen,Passat,Doubleã Overhead Camshaft,Auto,Red,13000,53546-9427,Hatchback,8209996,Janesville
14427,C_CND_014428,2023-06-04,Rose,Male,13500,Rabun Used Car Sales,Ford,Crown Victoria,Doubleã Overhead Camshaft,Auto,Red,29000,85257-3102,Passenger,8689949,Scottsdale
14428,C_CND_014429,2023-06-04,Roselyn,Male,13500,Race Car Help,Chevrolet,Metro,Overhead Camshaft,Manual,Red,37000,78758-7841,Passenger,8580978,Austin
14429,C_CND_014430,2023-06-04,Ruby,Male,1550000,Ryder Truck Rental And Leasing,Plymouth,Neon,Doubleã Overhead Camshaft,Auto,Black,9000,06457-3834,Suv,7506192,Middletown
14430,C_CND_014431,2023-06-04,Sabrina,Female,2020000,Saab-Belle Dodge,Mitsubishi,3000Gt,Doubleã Overhead Camshaft,Auto,Black,39000,60504-7114,Sedan,7180686,Aurora
14431,C_CND_014432,2023-06-04,Maxwell,Male,770000,Rabun Used Car Sales,Chevrolet,Prizm,Doubleã Overhead Camshaft,Auto,Red,15000,85257-3102,Hardtop,6278872,Austin
14432,C_CND_014433,2023-06-04,Samantha,Male,1782500,Star Enterprises Inc,Dodge,Stratus,Doubleã Overhead Camshaft,Auto,Red,31250,99301-3882,Hatchback,7666754,Pasco
14433,C_CND_014434,2023-06-04,Samara,Female,13500,Suburban Ford,Dodge,Intrepid,Doubleã Overhead Camshaft,Auto,Red,31000,53546-9427,Sedan,7470596,Janesville
14434,C_CND_014435,2023-06-04,Sara,Male,2490000,Tri-State Mack Inc,Toyota,Rav4,Doubleã Overhead Camshaft,Auto,Pale White,27000,85257-3102,Hatchback,7647917,Scottsdale
14435,C_CND_014436,2023-06-04,Sarah,Male,500000,U-Haul Co,Lexus,Ls400,Overhead Camshaft,Manual,Red,25000,78758-7841,Sedan,8804332,Austin
14436,C_CND_014437,2023-06-04,Sarai,Male,13500,Progressive Shippers Cooperative Association No,Mitsubishi,Diamante,Doubleã Overhead Camshaft,Auto,Black,17000,53546-9427,Hatchback,8937172,Janesville
14437,C_CND_014438,2023-06-04,Sariah,Male,13500,Rabun Used Car Sales,Volvo,S80,Overhead Camshaft,Manual,Red,25000,85257-3102,Sedan,6584062,Scottsdale
14438,C_CND_014439,2023-06-04,Kylee,Male,13500,Ryder Truck Rental And Leasing,Plymouth,Prowler,Doubleã Overhead Camshaft,Auto,Red,15000,06457-3834,Hatchback,8990779,Scottsdale
14439,C_CND_014440,2023-06-04,Kylie,Female,717000,Saab-Belle Dodge,Toyota,Camry,Doubleã Overhead Camshaft,Auto,Red,31000,60504-7114,Hatchback,6445828,Austin
14440,C_CND_014441,2023-06-04,Laila,Male,950000,Scrivener Performance Engineering,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,23000,38701-8047,Hatchback,7777687,Middletown
14441,C_CND_014442,2023-06-04,Lauren,Male,13500,Star Enterprises Inc,Ford,Crown Victoria,Doubleã Overhead Camshaft,Auto,Red,29000,99301-3882,Passenger,6113705,Aurora
14442,C_CND_014443,2023-06-04,Layla,Male,840000,Suburban Ford,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17000,53546-9427,Hatchback,7226264,Greenville
14443,C_CND_014444,2023-06-04,Jake,Male,1170000,Pitre Buick-Pontiac-Gmc Of Scottsdale,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41000,99301-3882,Hardtop,6991497,Pasco
14444,C_CND_014445,2023-06-04,Leilani,Female,462500,U-Haul Co,Dodge,Viper,Overhead Camshaft,Manual,Black,26500,78758-7841,Suv,7504520,Janesville
14445,C_CND_014446,2023-06-04,Janiel,Male,13500,Rabun Used Car Sales,Ford,Focus,Overhead Camshaft,Manual,Black,49000,85257-3102,Hardtop,6417654,Scottsdale
14446,C_CND_014447,2023-06-04,London,Male,942000,C & M Motors Inc,Toyota,Corolla,Doubleã Overhead Camshaft,Auto,Pale White,41000,60504-7114,Passenger,7799142,Austin
14447,C_CND_014448,2023-06-04,Londyn,Male,13500,Capitol Kia,Honda,Cr-V,Doubleã Overhead Camshaft,Auto,Pale White,12000,38701-8047,Suv,8728831,Janesville
14448,C_CND_014449,2023-06-04,Lyric,Female,13500,Chrysler Of Tri-Cities,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22000,99301-3882,Passenger,7307822,Scottsdale
14449,C_CND_014450,2023-06-04,Jean,Female,700000,Rabun Used Car Sales,Subaru,Forester,Doubleã Overhead Camshaft,Auto,Black,22000,85257-3102,Hardtop,8903972,Scottsdale
14450,C_CND_014451,2023-06-05,Sabri,Male,13500,Saab-Belle Dodge,Honda,Civic,Overhead Camshaft,Manual,Pale White,45001,60504-7114,Hatchback,7355160,Aurora
14451,C_CND_014452,2023-06-05,Kenza,Male,2755000,Scrivener Performance Engineering,Chrysler,Sebring Coupe,Doubleã Overhead Camshaft,Auto,Pale White,46501,38701-8047,Sedan,6395927,Greenville
14452,C_CND_014453,2023-06-05,Alexandra,Male,5450000,Star Enterprises Inc,Toyota,Celica,Doubleã Overhead Camshaft,Auto,Pale White,31001,99301-3882,Suv,8397251,Pasco
14453,C_CND_014454,2023-06-05,Timothy,Male,3201000,Suburban Ford,Subaru,Forester,Overhead Camshaft,Manual,Pale White,17100,53546-9427,Hardtop,8819948,Janesville
14454,C_CND_014455,2023-06-05,Feryal,Male,13500,Tri-State Mack Inc,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27001,85257-3102,Suv,6015186,Scottsdale
14455,C_CND_014456,2023-06-05,Yanis,Male,13500,U-Haul Co,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27001,78758-7841,Passenger,8248504,Austin
14456,C_CND_014457,2023-06-05,Yollen,Male,1815000,Buddy Storbeck'S Diesel Service Inc,Honda,Cr-V,Doubleã Overhead Camshaft,Auto,Pale White,22501,06457-3834,Suv,7415275,Middletown
14457,C_CND_014458,2023-06-05,Ibtissem,Female,13500,C & M Motors Inc,Chrysler,300M,Doubleã Overhead Camshaft,Auto,Black,26001,60504-7114,Suv,7650081,Aurora
14458,C_CND_014459,2023-06-05,Carson,Male,1440000,Hatfield Volkswagen,Dodge,Viper,Overhead Camshaft,Manual,Black,26000,99301-3882,Suv,6327093,Pasco
14459,C_CND_014460,2023-06-05,Annika,Male,285000,Gartner Buick Hyundai Saab,Mercedes-B,Sl-Class,Overhead Camshaft,Manual,Pale White,26000,38701-8047,Hardtop,7942052,Greenville
14460,C_CND_014461,2023-06-05,Scarlett,Male,456000,Pitre Buick-Pontiac-Gmc Of Scottsdale,Infiniti,I30,Doubleã Overhead Camshaft,Auto,Pale White,51000,99301-3882,Hardtop,7019608,Pasco
14461,C_CND_014462,2023-06-05,Chase,Male,599500,Motor Vehicle Branch Office,Chrysler,Lhs,Doubleã Overhead Camshaft,Auto,Black,26500,78758-7841,Hatchback,8359465,Austin
14462,C_CND_014463,2023-06-05,Chris,Female,640000,Nebo Chevrolet,Volvo,C70,Overhead Camshaft,Manual,Pale White,82000,06457-3834,Hatchback,8536245,Middletown
14463,C_CND_014464,2023-06-05,Christian,Male,792000,New Castle Ford Lincoln Mercury,Toyota,Sienna,Overhead Camshaft,Manual,Pale White,19000,60504-7114,Passenger,8889281,Aurora
14464,C_CND_014465,2023-06-05,Christopher,Male,920000,Pars Auto Sales,Chrysler,Lhs,Doubleã Overhead Camshaft,Auto,Black,26000,38701-8047,Hatchback,8957979,Greenville
14465,C_CND_014466,2023-06-05,Colin,Male,920000,Pitre Buick-Pontiac-Gmc Of Scottsdale,Bmw,528I,Overhead Camshaft,Manual,Pale White,29000,99301-3882,Suv,6295714,Pasco
14466,C_CND_014467,2023-06-05,Jasiah,Female,1300000,Progressive Shippers Cooperative Association No,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,14000,53546-9427,Passenger,6805620,Janesville
14467,C_CND_014468,2023-06-05,Jason,Female,1200000,Rabun Used Car Sales,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27000,85257-3102,Hatchback,6325183,Scottsdale
14468,C_CND_014469,2023-06-05,Jayden,Male,13500,Progressive Shippers Cooperative Association No,Ford,Expedition,Doubleã Overhead Camshaft,Auto,Black,41000,53546-9427,Suv,8359629,Janesville
14469,C_CND_014470,2023-06-05,Jaylen,Male,1650000,Rabun Used Car Sales,Dodge,Durango,Overhead Camshaft,Manual,Pale White,31000,85257-3102,Suv,6898256,Scottsdale
14470,C_CND_014471,2023-06-05,Jayson,Male,5100000,Race Car Help,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,12000,78758-7841,Hatchback,8515019,Austin
14471,C_CND_014472,2023-06-05,Jelani,Male,2670000,Ryder Truck Rental And Leasing,Chevrolet,Corvette,Doubleã Overhead Camshaft,Auto,Pale White,25000,06457-3834,Suv,8383052,Middletown
14472,C_CND_014473,2023-06-05,Crystal,Male,460000,Tri-State Mack Inc,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,25000,85257-3102,Hardtop,6841965,Austin
14473,C_CND_014474,2023-06-05,Vanessa,Male,13500,Star Enterprises Inc,Subaru,Forester,Overhead Camshaft,Manual,Pale White,17000,99301-3882,Hardtop,6831259,Pasco
14474,C_CND_014475,2023-06-05,Sasha,Female,940000,Race Car Help,Dodge,Viper,Overhead Camshaft,Manual,Black,26000,78758-7841,Suv,6535626,Austin
14475,C_CND_014476,2023-06-05,Savanna,Male,13500,Ryder Truck Rental And Leasing,Audi,A6,Overhead Camshaft,Manual,Pale White,14000,06457-3834,Suv,8024419,Middletown
14476,C_CND_014477,2023-06-05,Savannah,Male,13500,Saab-Belle Dodge,Volvo,C70,Overhead Camshaft,Manual,Black,17000,60504-7114,Hatchback,6643266,Aurora
14477,C_CND_014478,2023-06-05,Moses,Male,13500,Enterprise Rent A Car,Chevrolet,Malibu,Doubleã Overhead Camshaft,Auto,Pale White,25000,60504-7114,Hardtop,6841244,Aurora
14478,C_CND_014479,2023-06-05,Scarlett,Male,650000,Star Enterprises Inc,Volkswagen,Gti,Doubleã Overhead Camshaft,Auto,Pale White,20000,99301-3882,Suv,8405261,Pasco
14479,C_CND_014480,2023-06-05,Naftali,Male,2370000,Hatfield Volkswagen,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,20000,99301-3882,Hardtop,7886683,Pasco
14480,C_CND_014481,2023-06-05,Naftuli,Female,13500,Iceberg Rentals,Mitsubishi,Montero Sport,Doubleã Overhead Camshaft,Auto,Pale White,53000,53546-9427,Hardtop,7623786,Janesville
14481,C_CND_014482,2023-06-05,Sherlyn,Male,870000,U-Haul Co,Dodge,Dakota,Overhead Camshaft,Manual,Pale White,12000,78758-7841,Sedan,6006809,Austin
14482,C_CND_014483,2023-06-05,Jeancarlos,Male,975000,Race Car Help,Volvo,S70,Overhead Camshaft,Manual,Black,22000,78758-7841,Hardtop,6509479,Austin
14483,C_CND_014484,2023-06-05,Makayla,Male,650000,Clay Johnson Auto Sales,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,71000,78758-7841,Hatchback,7272262,Aurora
14484,C_CND_014485,2023-06-05,Makenzie,Male,850000,Diehl Motor Co Inc,Saturn,Lw,Overhead Camshaft,Manual,Pale White,13000,06457-3834,Hatchback,7438626,Greenville
14485,C_CND_014486,2023-06-05,Malia,Male,560000,Enterprise Rent A Car,Volkswagen,Gti,Overhead Camshaft,Manual,Black,25000,60504-7114,Suv,6060002,Pasco
14486,C_CND_014487,2023-06-05,Maliyah,Male,13500,Gartner Buick Hyundai Saab,Plymouth,Neon,Overhead Camshaft,Manual,Pale White,22000,38701-8047,Suv,7608592,Janesville
14487,C_CND_014488,2023-06-05,Mariah,Male,540000,Hatfield Volkswagen,Jeep,Wrangler,Doubleã Overhead Camshaft,Auto,Pale White,19000,99301-3882,Hatchback,8581508,Scottsdale
14488,C_CND_014489,2023-06-05,Mariam,Male,1150000,Iceberg Rentals,Plymouth,Neon,Doubleã Overhead Camshaft,Auto,Pale White,27000,53546-9427,Suv,6235149,Austin
14489,C_CND_014490,2023-06-05,Mariama,Female,868000,Mckinney Dodge Chrysler Jeep,Lexus,Ls400,Doubleã Overhead Camshaft,Auto,Pale White,18000,85257-3102,Sedan,6330496,Middletown
14490,C_CND_014491,2023-06-06,Celina,Female,1700000,Capitol Kia,Dodge,Ram Wagon,Doubleã Overhead Camshaft,Auto,Black,22001,38701-8047,Passenger,7704312,Greenville
14491,C_CND_014492,2023-06-06,Colyne,Male,13500,Chrysler Of Tri-Cities,Ford,Expedition,Overhead Camshaft,Manual,Black,10001,99301-3882,Suv,6583434,Pasco
14492,C_CND_014493,2023-06-06,Melina,Male,666000,Chrysler Plymouth,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12001,53546-9427,Hatchback,6719141,Janesville
14493,C_CND_014494,2023-06-06,Ylan,Male,13500,Classic Chevy,Buick,Regal,Doubleã Overhead Camshaft,Auto,Pale White,46001,85257-3102,Passenger,6007743,Scottsdale
14494,C_CND_014495,2023-06-06,Shaana,Male,13500,Clay Johnson Auto Sales,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75001,78758-7841,Passenger,8721956,Austin
14495,C_CND_014496,2023-06-06,Lilia,Male,4620000,Diehl Motor Co Inc,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,22001,06457-3834,Sedan,7891708,Middletown
14496,C_CND_014497,2023-06-06,Derrick,Female,13500,Star Enterprises Inc,Nissan,Pathfinder,Doubleã Overhead Camshaft,Auto,Pale White,21000,99301-3882,Hardtop,6865936,Pasco
14497,C_CND_014498,2023-06-06,Chiara,Female,1240000,Gartner Buick Hyundai Saab,Saturn,Lw,Doubleã Overhead Camshaft,Auto,Pale White,18001,38701-8047,Hatchback,8164805,Greenville
14498,C_CND_014499,2023-06-06,Noemie,Female,1079700,Hatfield Volkswagen,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14971,99301-3882,Passenger,7628920,Pasco
14499,C_CND_014500,2023-06-06,Mohamed,Male,1302000,Iceberg Rentals,Chrysler,Lhs,Doubleã Overhead Camshaft,Auto,Pale White,20201,53546-9427,Hatchback,7893660,Janesville
14500,C_CND_014501,2023-06-06,Devin,Male,400000,Suburban Ford,Volkswagen,Beetle,Doubleã Overhead Camshaft,Auto,Pale White,45000,53546-9427,Hardtop,8288007,Janesville
14501,C_CND_014502,2023-06-06,Bilal,Female,1108000,Motor Vehicle Branch Office,Pontiac,Grand Am,Doubleã Overhead Camshaft,Auto,Pale White,19801,78758-7841,Suv,6599633,Austin
14502,C_CND_014503,2023-06-06,Hugo,Female,1250000,Nebo Chevrolet,Volkswagen,Cabrio,Doubleã Overhead Camshaft,Auto,Pale White,17001,06457-3834,Sedan,8776105,Middletown
14503,C_CND_014504,2023-06-06,Jahmir,Male,1195000,Race Car Help,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Pale White,26501,78758-7841,Hardtop,6863932,Austin
14504,C_CND_014505,2023-06-06,Estelle,Male,1700000,Pars Auto Sales,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,20001,38701-8047,Passenger,7136613,Greenville
14505,C_CND_014506,2023-06-06,Mayssa,Male,1240000,Pitre Buick-Pontiac-Gmc Of Scottsdale,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,29001,99301-3882,Passenger,6396572,Pasco
14506,C_CND_014507,2023-06-06,Ayoub,Female,685000,Progressive Shippers Cooperative Association No,Mercedes-B,Cl500,Overhead Camshaft,Manual,Pale White,29001,53546-9427,Suv,6291169,Janesville
14507,C_CND_014508,2023-06-06,Connor,Male,615000,Progressive Shippers Cooperative Association No,Cadillac,Deville,Doubleã Overhead Camshaft,Auto,Pale White,69000,53546-9427,Suv,6315742,Janesville
14508,C_CND_014509,2023-06-06,Paris,Female,1150000,Saab-Belle Dodge,Subaru,Forester,Doubleã Overhead Camshaft,Auto,Black,22000,60504-7114,Hardtop,6450105,Aurora
14509,C_CND_014510,2023-06-06,Daniel,Male,13500,Race Car Help,Bmw,328I,Doubleã Overhead Camshaft,Auto,Black,16000,78758-7841,Sedan,8813831,Austin
14510,C_CND_014511,2023-06-06,Darren,Male,470000,Ryder Truck Rental And Leasing,Ford,Crown Victoria,Doubleã Overhead Camshaft,Auto,Pale White,29000,06457-3834,Passenger,6004980,Middletown
14511,C_CND_014512,2023-06-06,David,Male,13500,Saab-Belle Dodge,Saturn,Sl,Doubleã Overhead Camshaft,Auto,Pale White,20000,60504-7114,Suv,7421895,Aurora
14512,C_CND_014513,2023-06-06,Derek,Male,515000,Scrivener Performance Engineering,Ford,Taurus,Doubleã Overhead Camshaft,Auto,Black,12000,38701-8047,Suv,6930213,Greenville
14513,C_CND_014514,2023-06-06,Devin,Male,603500,Star Enterprises Inc,Bmw,323I,Doubleã Overhead Camshaft,Auto,Black,9500,99301-3882,Hatchback,6807682,Pasco
14514,C_CND_014515,2023-06-06,Dylan,Male,870000,Suburban Ford,Nissan,Altima,Doubleã Overhead Camshaft,Auto,Pale White,20000,53546-9427,Hatchback,6232919,Janesville
14515,C_CND_014516,2023-06-06,Eason,Male,850000,Tri-State Mack Inc,Ford,Explorer,Doubleã Overhead Camshaft,Auto,Pale White,42000,85257-3102,Hatchback,7586808,Scottsdale
14516,C_CND_014517,2023-06-06,Eden,Female,730000,U-Haul Co,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,28000,78758-7841,Sedan,6152906,Austin
14517,C_CND_014518,2023-06-06,Edison,Male,1060000,Progressive Shippers Cooperative Association No,Lexus,Gs400,Doubleã Overhead Camshaft,Auto,Black,12000,53546-9427,Hatchback,8438764,Janesville
14518,C_CND_014519,2023-06-06,Edward,Male,1500000,Rabun Used Car Sales,Pontiac,Bonneville,Overhead Camshaft,Manual,Black,36000,85257-3102,Hatchback,7135061,Scottsdale
14519,C_CND_014520,2023-06-06,Edwin,Male,13500,Race Car Help,Saturn,Ls,Overhead Camshaft,Manual,Pale White,14000,78758-7841,Sedan,7013285,Austin
14520,C_CND_014521,2023-06-06,Eli,Male,1251000,Ryder Truck Rental And Leasing,Dodge,Viper,Doubleã Overhead Camshaft,Auto,Pale White,23100,06457-3834,Suv,6656960,Middletown
14521,C_CND_014522,2023-06-06,Princess,Female,530000,U-Haul Co,Porsche,Carrera Coupe,Doubleã Overhead Camshaft,Auto,Pale White,22000,78758-7841,Hardtop,7147685,Austin
14522,C_CND_014523,2023-06-06,Elvis,Male,13500,Scrivener Performance Engineering,Mercedes-B,S-Class,Doubleã Overhead Camshaft,Auto,Pale White,14000,38701-8047,Suv,8052772,Greenville
14523,C_CND_014524,2023-06-06,Emmanuel,Male,950000,Star Enterprises Inc,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12000,99301-3882,Hatchback,7848418,Pasco
14524,C_CND_014525,2023-06-06,Victoria,Male,675000,Tri-State Mack Inc,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,17000,85257-3102,Hardtop,8428123,Austin
14525,C_CND_014526,2023-06-06,Nyla,Female,599900,U-Haul Co,Dodge,Ram Pickup,Doubleã Overhead Camshaft,Auto,Pale White,39900,78758-7841,Hardtop,8568163,Austin
14526,C_CND_014527,2023-06-06,Joel,Male,13500,Tri-State Mack Inc,Volkswagen,Cabrio,Doubleã Overhead Camshaft,Auto,Pale White,17000,85257-3102,Sedan,6228340,Scottsdale
14527,C_CND_014528,2023-06-06,Olivia,Male,13500,Rabun Used Car Sales,Pontiac,Firebird,Overhead Camshaft,Manual,Black,43000,85257-3102,Hardtop,8179366,Austin
14528,C_CND_014529,2023-06-06,Jonathan,Male,13500,Buddy Storbeck'S Diesel Service Inc,Lincoln,Town Car,Doubleã Overhead Camshaft,Auto,Pale White,18000,06457-3834,Hatchback,8502588,Middletown
14529,C_CND_014530,2023-06-06,Jordan,Male,1189000,C & M Motors Inc,Mitsubishi,Diamante,Doubleã Overhead Camshaft,Auto,Black,18900,60504-7114,Hatchback,6507478,Aurora
14530,C_CND_014531,2023-06-06,Joseph,Male,610000,Capitol Kia,Pontiac,Grand Prix,Doubleã Overhead Camshaft,Auto,Pale White,19000,38701-8047,Passenger,7006992,Greenville
14531,C_CND_014532,2023-06-06,Joshua,Male,13500,Chrysler Of Tri-Cities,Pontiac,Grand Prix,Doubleã Overhead Camshaft,Auto,Pale White,19000,99301-3882,Passenger,6334224,Pasco
14532,C_CND_014533,2023-06-06,Aaliyah,Male,762500,Tri-State Mack Inc,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Pale White,26500,85257-3102,Hardtop,8788078,Austin
